"Count","Date","Avg Price","Volume","Buy","Sell","???","Volume ($)","Buy ($)","Sell ($)","??? ($)","Buy (%)","Sell (%)","??? (%)","Dollar-Buy (%)","Dollar-Sell (%)","Dollar-??? (%)"
1,12/02/2019,119.20880966,158783,7161,13240,138382,18928332.4250,853697.53,1578095.330,16496539.5650,0.04510,0.08338,0.87152,0.04510,0.08337,0.87153
2,12/03/2019,120.02348324,103256,11433,12205,79618,12393144.7850,1372526.78,1464854.90,9555763.1050,0.11072,0.11820,0.77107,0.11075,0.11820,0.77105
3,12/04/2019,118.62934893,129490,5168,15313,109009,15361314.3930,613182.5000,1816491.840,12931640.0530,0.03991,0.11826,0.84183,0.03992,0.11825,0.84183
4,12/05/2019,114.62172561,77467,28314,16574,32579,8879401.2178,3214760.58,1902439.22,3762201.4178,0.36550,0.21395,0.42055,0.36205,0.21425,0.42370
5,12/06/2019,110.76755127,245461,12243,36769,196449,27189113.9033,1356067.28,4072480.35,21760566.2733,0.04988,0.14980,0.80033,0.04988,0.14978,0.80034
6,12/09/2019,108.22566389,318550,11761,12347,294442,34475285.2325,1274133.38,1337388.70,31863763.1525,0.03692,0.03876,0.92432,0.03696,0.03879,0.92425
7,12/10/2019,106.53211384,175551,10540,8614,156397,18701819.1165,1122463.61,917134.49,16662221.0165,0.06004,0.04907,0.89089,0.06002,0.04904,0.89094
8,12/11/2019,107.37154302,109976,6313,13295,90368,11808292.8152,678420.10,1428282.97,9701589.7452,0.05740,0.12089,0.82171,0.05745,0.12096,0.82159
9,12/12/2019,105.38880463,32572,6610,6005,19957,3432724.1445,696638.5540,632738.3500,2103347.2405,0.20294,0.18436,0.61270,0.20294,0.18433,0.61273
